tree_id,trunk_diam,status,health,spc_common,neighborhood
86624,15,Alive,Poor,Norway maple,Douglas Manor-Douglaston-Little Neck
279702,26,Alive,Good,London planetree,Bedford Park-Fordham North
71336,8,Alive,Good,Callery pear,New Springville-Bloomfield-Travis
679665,12,Alive,Good,honeylocust,Kew Gardens Hills
332953,2,Alive,Good,pagoda dogwood,Westerleigh
433299,9,Alive,Good,honeylocust,Canarsie
696409,4,Alive,Good,Callery pear,Pomonok-Flushing Heights-Hillcrest
10434,19,Alive,Good,honeylocust,Whitestone
385680,3,Alive,Fair,serviceberry,Cambria Heights
54940,7,Alive,Good,Japanese zelkova,Homecrest
26691,10,Alive,Good,silver linden,Mount Hope
114611,3,Alive,Good,silver linden,Hamilton Heights
504979,13,Alive,Fair,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville
237192,14,Alive,Good,American beech,Crown Heights South
689961,15,Alive,Fair,Norway maple,Murray Hill
339908,2,Alive,Good,ginkgo,Mott Haven-Port Morris
466158,7,Alive,Poor,Callery pear,Mariner's Harbor-Arlington-Port Ivory-Graniteville
135976,16,Alive,Good,Sophora,East Harlem North
641466,19,Alive,Fair,red maple,Richmond Hill
511782,6,Alive,Good,littleleaf linden,Rosedale
286452,5,Alive,Good,eastern redbud,New Brighton-Silver Lake
703609,18,Alive,Good,littleleaf linden,Lindenwood-Howard Beach
432060,7,Alive,Good,Callery pear,Grasmere-Arrochar-Ft. Wadsworth
296668,20,Alive,Good,London planetree,Springfield Gardens North
482267,16,Alive,Fair,pin oak,Elmhurst
543276,2,Alive,Good,crab apple,Co-op City
74089,0,Stump,,,East Harlem South
17713,3,Alive,Good,Amur maackia,West New Brighton-New Brighton-St. George
45720,9,Alive,Good,Callery pear,Brooklyn Heights-Cobble Hill
188965,6,Alive,Good,American linden,Park Slope-Gowanus
523101,8,Alive,Good,black locust,Glendale
268956,10,Alive,Good,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy
412589,5,Alive,Good,Turkish hazelnut,Richmond Hill
308341,6,Alive,Good,honeylocust,Central Harlem South
24280,6,Alive,Fair,London planetree,Windsor Terrace
57854,14,Alive,Good,red maple,Flatbush
362355,18,Alive,Fair,Norway maple,Allerton-Pelham Gardens
386131,3,Alive,Good,ginkgo,Maspeth
510536,3,Alive,Good,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville
100482,0,Stump,,,Bushwick North
553509,23,Alive,Good,northern red oak,23
117136,9,Alive,Good,Callery pear,Borough Park
23875,9,Alive,Good,red maple,Whitestone
222992,4,Alive,Good,common hackberry,Midwood
233937,0,Stump,,,Norwood
661450,7,Alive,Good,cherry,Bayside-Bayside Hills
266935,32,Alive,Good,Norway maple,Flatbush
698144,7,Alive,Good,cherry,South Jamaica
501203,3,Alive,Good,cherry,Bronxdale
606102,20,Alive,Fair,Norway maple,Pomonok-Flushing Heights-Hillcrest
520091,4,Alive,Good,honeylocust,Bedford
530241,0,Stump,,,Yorkville
171876,6,Alive,Poor,American linden,Van Cortlandt Village
378647,14,Alive,Good,Callery pear,Pelham Parkway
191344,10,Alive,Good,hedge maple,Borough Park
243210,8,Alive,Good,Callery pear,Queensboro Hill
434492,5,Alive,Good,littleleaf linden,East New York
143907,20,Alive,Good,littleleaf linden,Fresh Meadows-Utopia
178033,4,Alive,Good,swamp white oak,Cypress Hills-City Line
238912,3,Alive,Fair,London planetree,Central Harlem North-Polo Grounds
77892,8,Alive,Good,London planetree,Oakwood-Oakwood Beach
707566,21,Alive,Good,London planetree,BK29
526465,16,Alive,Poor,Norway maple,North Corona
641633,4,Alive,Good,swamp white oak,Bushwick South
353077,11,Alive,Good,sweetgum,Rossville-Woodrow
206321,5,Alive,Good,pin oak,Astoria
684352,11,Alive,Good,Norway maple,BK58
202549,14,Alive,Good,Callery pear,Upper East Side-Carnegie Hill
487187,4,Alive,Good,swamp white oak,Flatbush
244715,4,Alive,Poor,red maple,East Tremont
211776,6,Alive,Good,crab apple,Upper West Side
686665,3,Alive,Good,hawthorn,Mariner's Harbor-Arlington-Port Ivory-Graniteville
364453,13,Alive,Good,green ash,Rossville-Woodrow
582512,13,Alive,Good,London planetree,Whitestone
226329,18,Alive,Good,London planetree,Woodlawn-Wakefield
580947,19,Alive,Good,Norway maple,QN02
380120,8,Alive,Fair,cherry,Morrisania-Melrose
240536,14,Alive,Good,Callery pear,Turtle Bay-East Midtown
270212,41,Alive,Good,pin oak,Schuylerville-Throgs Neck-Edgewater Park
37819,12,Alive,Good,honeylocust,15
306108,5,Alive,Poor,Amur maackia,Flatbush
517170,4,Alive,Good,cherry,Eastchester-Edenwald-Baychester
469415,3,Alive,Good,American linden,Mariner's Harbor-Arlington-Port Ivory-Graniteville
519077,9,Alive,Good,Callery pear,Charleston-Richmond Valley-Tottenville
594487,19,Alive,Good,Japanese zelkova,Bellerose
637624,2,Dead,,,Jamaica Estates-Holliswood
160507,12,Dead,,,Schuylerville-Throgs Neck-Edgewater Park
403106,7,Alive,Good,littleleaf linden,West New Brighton-New Brighton-St. George
550236,16,Alive,Poor,ash,QN10
695786,3,Alive,Fair,Cornelian cherry,Middle Village
653223,17,Alive,Good,honeylocust,Springfield Gardens South-Brookville
137290,4,Alive,Fair,crimson king maple,New Dorp-Midland Beach
675190,11,Alive,Good,Sophora,Oakland Gardens
72816,3,Alive,Good,swamp white oak,Lower East Side
175988,13,Alive,Good,common hackberry,Far Rockaway-Bayswater
162133,15,Alive,Good,pin oak,Cypress Hills-City Line
428635,5,Alive,Good,Callery pear,Seagate-Coney Island
42919,23,Alive,Good,silver maple,Westerleigh
356193,2,Dead,,,University Heights-Morris Heights
453737,9,Alive,Good,honeylocust,Clinton
695126,9,Alive,Good,American elm,East Flushing
96655,3,Alive,Good,Japanese tree lilac,Queensbridge-Ravenswood-Long Island City
342777,13,Alive,Good,maple,Forest Hills
227939,0,Stump,,,Glen Oaks-Floral Park-New Hyde Park
199204,16,Alive,Good,pin oak,Lincoln Square
538331,11,Alive,Good,cherry,Middle Village
2290,5,Alive,Good,pin oak,North Corona
110081,8,Alive,Good,littleleaf linden,Bedford
181121,16,Alive,Good,American linden,Park Slope-Gowanus
713391,19,Alive,Good,green ash,Ozone Park
468850,0,Stump,,,Eastchester-Edenwald-Baychester
717222,10,Alive,Fair,northern red oak,Jamaica
56927,10,Alive,Poor,Sophora,New Springville-Bloomfield-Travis
577184,9,Alive,Good,Sophora,BK69
607787,6,Alive,Good,Callery pear,Hunters Point-Sunnyside-West Maspeth
468292,3,Alive,Good,ginkgo,Fordham South
220692,2,Alive,Good,crab apple,Bushwick North
242614,27,Alive,Good,pin oak,Queensboro Hill
347674,2,Alive,Good,swamp white oak,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
382592,11,Alive,Good,American linden,Forest Hills
372512,2,Alive,Fair,paper birch,Kensington-Ocean Parkway
696664,14,Alive,Fair,pin oak,Kew Gardens Hills
389568,3,Alive,Good,swamp white oak,Flatbush
459323,11,Alive,Good,littleleaf linden,Mott Haven-Port Morris
523608,3,Alive,Good,sweetgum,Bushwick South
310130,14,Alive,Good,honeylocust,Clinton
97915,12,Alive,Good,littleleaf linden,Park Slope-Gowanus
250358,14,Alive,Good,honeylocust,East New York (Pennsylvania Ave)
701614,4,Alive,Good,red maple,Lindenwood-Howard Beach
612034,4,Alive,Good,honeylocust,East Elmhurst
206454,4,Alive,Good,Chinese elm,Stapleton-Rosebank
349356,17,Alive,Fair,London planetree,Brownsville
380552,4,Alive,Good,hedge maple,Pelham Parkway
157209,24,Alive,Good,London planetree,Williamsburg
433018,8,Alive,Good,sweetgum,Grasmere-Arrochar-Ft. Wadsworth
622647,0,Stump,,,Elmhurst-Maspeth
580953,11,Alive,Good,silver linden,Baisley Park
171367,36,Alive,Good,London planetree,Park Slope-Gowanus
385470,1,Alive,Good,swamp white oak,East Elmhurst
302722,20,Alive,Good,willow oak,Murray Hill-Kips Bay
165108,8,Alive,Fair,Norway maple,Steinway
696128,12,Alive,Good,Callery pear,Whitestone
561798,4,Alive,Good,sawtooth oak,East Harlem South
630002,3,Alive,Good,cherry,Jamaica Estates-Holliswood
193678,26,Alive,Good,London planetree,Ocean Parkway South
461822,16,Alive,Good,honeylocust,Bushwick South
249630,13,Alive,Good,green ash,Bellerose
548191,9,Alive,Good,honeylocust,BK72
480621,7,Alive,Good,littleleaf linden,Port Richmond
284749,13,Alive,Good,Norway maple,Glen Oaks-Floral Park-New Hyde Park
118510,12,Alive,Good,littleleaf linden,Hudson Yards-Chelsea-Flatiron-Union Square
405226,10,Alive,Good,red maple,West New Brighton-New Brighton-St. George
112507,3,Alive,Good,honeylocust,College Point
100111,17,Alive,Good,London planetree,Springfield Gardens North
243591,19,Alive,Good,Norway maple,Bayside-Bayside Hills
145894,8,Alive,Fair,Norway maple,Jackson Heights
332787,6,Alive,Good,red maple,Charleston-Richmond Valley-Tottenville
638888,23,Alive,Good,Norway maple,Jackson Heights
488868,18,Alive,Fair,silver maple,Oakwood-Oakwood Beach
590912,16,Alive,Good,London planetree,Crown Heights North
184961,3,Alive,Fair,'Schubert' chokecherry,BX06
472705,3,Alive,Fair,willow oak,Co-op City
51471,29,Alive,Good,silver maple,14
120700,5,Alive,Fair,Callery pear,Central Harlem North-Polo Grounds
354375,9,Alive,Good,cherry,Charleston-Richmond Valley-Tottenville
676347,4,Alive,Good,red maple,Georgetown-Marine Park-Bergen Beach-Mill Basin
561854,28,Alive,Good,American linden,Whitestone
214754,7,Alive,Fair,willow oak,Morningside Heights
348057,10,Alive,Good,honeylocust,Williamsbridge-Olinville
373268,2,Alive,Good,'Schubert' chokecherry,Middle Village
457131,39,Alive,Good,sweetgum,New Dorp-Midland Beach
590375,14,Alive,Good,silver linden,BK29
621506,3,Alive,Fair,cherry,Sunset Park West
688366,0,Stump,,,Crown Heights North
186213,4,Alive,Good,willow oak,Mount Hope
274505,5,Alive,Fair,ginkgo,Glen Oaks-Floral Park-New Hyde Park
364520,4,Alive,Good,crab apple,Rossville-Woodrow
627808,18,Alive,Good,Norway maple,South Ozone Park
211076,29,Alive,Good,silver maple,Oakwood-Oakwood Beach
343864,9,Alive,Fair,Callery pear,MN03
9105,6,Alive,Good,cherry,Brooklyn Heights-Cobble Hill
581719,4,Alive,Poor,pin oak,Springfield Gardens South-Brookville
370124,7,Alive,Good,Callery pear,Rossville-Woodrow
24786,17,Alive,Good,white ash,Eastchester-Edenwald-Baychester
206828,18,Alive,Good,London planetree,12
11314,9,Alive,Fair,ginkgo,Ridgewood
539958,4,Alive,Good,American linden,South Jamaica
676282,2,Alive,Good,cherry,Madison
199925,32,Alive,Good,London planetree,Midwood
434148,8,Alive,Good,American linden,Canarsie
416785,5,Alive,Good,London planetree,Hunts Point
17841,3,Alive,Good,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy
113645,18,Alive,Good,pin oak,Astoria
128963,2,Alive,Good,silver linden,Bedford
142359,5,Alive,Good,London planetree,Morningside Heights
242170,27,Alive,Good,Sophora,Kew Gardens
574645,28,Alive,Good,London planetree,BK58
359781,0,Stump,,,Bronxdale
667467,26,Alive,Good,London planetree,Bayside-Bayside Hills
317646,23,Alive,Good,pin oak,Queens Village
293845,11,Alive,Good,sweetgum,Schuylerville-Throgs Neck-Edgewater Park
700305,27,Alive,Good,pin oak,Lindenwood-Howard Beach
292565,8,Alive,Good,Japanese zelkova,Springfield Gardens North
16845,18,Alive,Good,pin oak,QN03
553029,31,Alive,Good,London planetree,23
207491,5,Alive,Good,pin oak,Oakland Gardens
619130,4,Alive,Good,cherry,17
555932,33,Alive,Good,pin oak,Allerton-Pelham Gardens
283758,5,Alive,Good,common hackberry,Glen Oaks-Floral Park-New Hyde Park
409120,5,Alive,Good,holly,College Point
668475,2,Alive,Poor,Japanese tree lilac,Bensonhurst West
130018,9,Alive,Good,Chinese elm,Jamaica Estates-Holliswood
441132,22,Alive,Good,Japanese zelkova,East Tremont
135168,4,Alive,Good,swamp white oak,North Side-South Side
612723,25,Alive,Good,London planetree,Borough Park
514720,21,Alive,Poor,American linden,59
35446,8,Alive,Good,Callery pear,Charleston-Richmond Valley-Tottenville
318565,3,Alive,Good,silver linden,Queens Village
394046,3,Alive,Good,sweetgum,Van Nest-Morris Park-Westchester Square
20364,8,Alive,Good,sawtooth oak,Crown Heights North
67772,19,Alive,Poor,Norway maple,Douglas Manor-Douglaston-Little Neck
711208,21,Alive,Good,London planetree,BK30
627631,3,Alive,Good,littleleaf linden,South Ozone Park
182475,4,Alive,Good,littleleaf linden,Annadale-Huguenot-Prince's Bay-Eltingville
584560,4,Alive,Good,Callery pear,Great Kills
560827,31,Alive,Good,London planetree,Hollis
278923,14,Alive,Good,Sophora,Sunset Park East
460713,26,Alive,Good,London planetree,East New York (Pennsylvania Ave)
609358,6,Alive,Good,Sophora,Douglas Manor-Douglaston-Little Neck
363560,3,Alive,Good,Kentucky coffeetree,Madison
280631,22,Alive,Good,pin oak,Springfield Gardens North
335380,30,Alive,Good,London planetree,Flatbush
545457,20,Alive,Good,London planetree,Midwood
547212,9,Alive,Good,Sophora,Stapleton-Rosebank
240027,13,Alive,Fair,London planetree,Carroll Gardens-Columbia Street-Red Hook
189956,7,Alive,Fair,pin oak,Lenox Hill-Roosevelt Island
107498,6,Alive,Good,green ash,Marble Hill-Inwood
630357,33,Alive,Good,pin oak,Jamaica Estates-Holliswood
679507,27,Alive,Good,pin oak,Kew Gardens Hills
640811,19,Alive,Good,Norway maple,Richmond Hill
108661,18,Alive,Good,pin oak,Bedford
97349,4,Alive,Fair,Callery pear,Oakland Gardens
696003,2,Alive,Good,paperbark maple,Oakland Gardens
342353,13,Alive,Good,Japanese zelkova,QN26
615704,18,Alive,Good,London planetree,Bay Ridge
592287,4,Alive,Fair,northern red oak,Glen Oaks-Floral Park-New Hyde Park
569649,33,Alive,Good,Norway maple,East Flatbush-Farragut
99109,29,Alive,Good,London planetree,Soundview-Castle Hill-Clason Point-Harding Park
354733,14,Alive,Good,silver maple,Rossville-Woodrow
336443,38,Alive,Good,mulberry,Great Kills
612101,9,Alive,Good,littleleaf linden,Kensington-Ocean Parkway
192315,3,Alive,Good,purple-leaf plum,Gravesend
11168,11,Alive,Good,honeylocust,QN20
240576,11,Alive,Good,honeylocust,MN40
283749,24,Alive,Good,green ash,Queens Village
634804,13,Alive,Fair,honeylocust,Prospect Lefferts Gardens-Wingate
717002,3,Alive,Good,Kentucky coffeetree,Jamaica
53675,16,Alive,Good,Callery pear,Auburndale
115491,14,Alive,Good,honeylocust,Bellerose
509828,7,Alive,Good,maple,Annadale-Huguenot-Prince's Bay-Eltingville
123991,17,Alive,Good,silver maple,Todt Hill-Emerson Hill-Heartland Village-Lighthous
479115,10,Alive,Good,honeylocust,Kingsbridge Heights
558739,9,Alive,Good,Sophora,Baisley Park
407248,17,Alive,Good,Sophora,Prospect Lefferts Gardens-Wingate
255417,18,Alive,Good,American linden,Glen Oaks-Floral Park-New Hyde Park
687494,20,Alive,Good,London planetree,Flatlands
191603,0,Stump,,,Forest Hills
396998,30,Alive,Good,London planetree,Kensington-Ocean Parkway
427216,3,Alive,Fair,shingle oak,Central Harlem North-Polo Grounds
577599,13,Alive,Good,silver linden,Oakwood-Oakwood Beach
640312,4,Alive,Good,Japanese zelkova,College Point
569711,8,Alive,Good,littleleaf linden,Elmhurst
704278,18,Alive,Good,Norway maple,Lindenwood-Howard Beach
285120,4,Alive,Fair,spruce,Charleston-Richmond Valley-Tottenville
249375,12,Alive,Good,Norway maple,Glen Oaks-Floral Park-New Hyde Park
560679,30,Alive,Good,London planetree,Queens Village
660573,0,Stump,,,East Flushing
460230,18,Alive,Good,London planetree,Far Rockaway-Bayswater
462460,6,Alive,Good,Chinese elm,Mott Haven-Port Morris
258341,26,Alive,Good,pin oak,Madison
109260,11,Alive,Fair,sugar maple,Ridgewood
585546,20,Alive,Good,London planetree,Astoria
596092,10,Alive,Good,honeylocust,Queens Village
348959,14,Alive,Fair,pin oak,Clinton
15498,20,Alive,Fair,red maple,Queensboro Hill
78902,12,Alive,Good,honeylocust,Gramercy
508723,11,Alive,Good,London planetree,Great Kills
716532,27,Alive,Good,London planetree,South Ozone Park
117938,10,Alive,Good,dawn redwood,New Springville-Bloomfield-Travis
617158,3,Alive,Fair,sweetgum,Bay Ridge
295613,6,Alive,Good,cherry,Central Harlem North-Polo Grounds
615243,2,Dead,,,Flushing
715047,23,Alive,Good,London planetree,QN56
40041,0,Stump,,,Jamaica Estates-Holliswood
27356,4,Alive,Fair,'Schubert' chokecherry,Bedford Park-Fordham North
369316,4,Alive,Good,Japanese zelkova,Kingsbridge Heights
197450,2,Alive,Good,Kentucky coffeetree,Murray Hill-Kips Bay
436620,18,Alive,Good,London planetree,East New York
382835,16,Alive,Good,Norway maple,Crown Heights South
113558,8,Alive,Good,pin oak,BK88
675074,7,Alive,Good,Sophora,Crown Heights North
686445,25,Alive,Good,London planetree,Bensonhurst East
230210,22,Alive,Good,silver maple,Oakland Gardens
194949,24,Alive,Good,London planetree,Midwood
283785,3,Alive,Good,honeylocust,MN25
27807,10,Alive,Good,ginkgo,Gramercy
369857,16,Alive,Good,Japanese zelkova,Rossville-Woodrow
613942,20,Alive,Good,silver linden,Bay Ridge
448172,28,Alive,Good,American elm,East New York
363285,13,Alive,Good,London planetree,Laurelton
130710,14,Alive,Fair,honeylocust,QN70
286973,26,Alive,Good,London planetree,New Brighton-Silver Lake
90801,16,Alive,Fair,pin oak,SI54
225025,16,Alive,Good,Sophora,MN09
600271,13,Alive,Good,honeylocust,Douglas Manor-Douglaston-Little Neck
568733,12,Alive,Good,maple,QN29
74486,7,Alive,Good,silver linden,Hunts Point
90930,13,Alive,Good,littleleaf linden,QN20
152477,7,Alive,Good,honeylocust,Sunset Park East
225899,3,Dead,,,Bayside-Bayside Hills
486216,12,Alive,Good,littleleaf linden,Todt Hill-Emerson Hill-Heartland Village-Lighthous
360420,0,Stump,,,Allerton-Pelham Gardens
329377,11,Alive,Good,honeylocust,Elmhurst
66317,13,Alive,Good,scarlet oak,Ocean Parkway South
148340,8,Alive,Good,honeylocust,Ocean Hill
659205,35,Alive,Good,London planetree,Auburndale
317126,4,Alive,Good,purple-leaf plum,Williamsbridge-Olinville
386362,5,Alive,Good,crimson king maple,Stapleton-Rosebank
704893,17,Alive,Good,London planetree,Brownsville
119568,5,Alive,Good,Callery pear,Central Harlem North-Polo Grounds
670580,11,Alive,Fair,honeylocust,College Point
31644,12,Alive,Good,Norway maple,Spuyten Duyvil-Kingsbridge
19473,12,Alive,Good,green ash,East Concourse-Concourse Village
179746,5,Alive,Good,littleleaf linden,Forest Hills
187390,3,Alive,Good,American hornbeam,Steinway
160780,11,Alive,Good,green ash,East Village
27484,3,Alive,Good,pin oak,Bedford
705194,23,Alive,Good,London planetree,Ozone Park
320791,0,Stump,,,Maspeth
579071,9,Alive,Good,green ash,Rossville-Woodrow
338747,0,Stump,,,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan
559376,15,Alive,Good,honeylocust,Crown Heights North
199600,4,Alive,Good,holly,Lincoln Square
386048,4,Alive,Fair,purple-leaf plum,Annadale-Huguenot-Prince's Bay-Eltingville
652590,8,Alive,Good,cherry,Springfield Gardens South-Brookville
464655,14,Alive,Fair,American linden,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan
488547,4,Alive,Good,cockspur hawthorn,Oakwood-Oakwood Beach
662006,7,Alive,Good,Japanese zelkova,QN61
266112,5,Alive,Fair,northern red oak,MN03
261256,11,Alive,Good,littleleaf linden,Flushing
76992,17,Alive,Good,London planetree,Bushwick South
43546,5,Alive,Good,golden raintree,East Harlem North
122291,4,Alive,Good,golden raintree,Upper East Side-Carnegie Hill
213041,18,Alive,Good,green ash,Forest Hills
356016,8,Alive,Good,swamp white oak,Westerleigh
556196,3,Alive,Good,horse chestnut,East Tremont
605026,5,Alive,Good,cherry,St. Albans
448780,20,Alive,Good,honeylocust,29
568027,6,Alive,Good,honeylocust,Crown Heights North
573000,26,Alive,Good,London planetree,Laurelton
112780,10,Alive,Good,Callery pear,Todt Hill-Emerson Hill-Heartland Village-Lighthous
7224,5,Alive,Poor,swamp white oak,West New Brighton-New Brighton-St. George
716517,15,Alive,Good,Norway maple,Ozone Park
233884,4,Alive,Good,Japanese tree lilac,Norwood
331180,16,Alive,Good,sweetgum,SI54
187062,5,Alive,Good,honeylocust,27
231476,21,Alive,Good,London planetree,East Williamsburg
17571,8,Alive,Good,Kentucky coffeetree,Grymes Hill-Clifton-Fox Hills
14116,2,Alive,Fair,red maple,Schuylerville-Throgs Neck-Edgewater Park
568293,26,Alive,Good,red maple,QN34
466500,4,Alive,Good,purple-leaf plum,Douglas Manor-Douglaston-Little Neck
221483,7,Alive,Good,Callery pear,Jamaica Estates-Holliswood
10665,5,Alive,Fair,honeylocust,Fort Greene
471972,39,Alive,Poor,London planetree,Corona
410931,11,Alive,Good,Callery pear,Bedford
415330,5,Alive,Good,Sophora,Madison
562630,9,Alive,Good,'Schubert' chokecherry,East Flatbush-Farragut
625068,15,Alive,Good,littleleaf linden,Borough Park
440435,2,Alive,Good,honeylocust,East New York
448778,4,Alive,Good,Amur maackia,Highbridge
397228,25,Alive,Good,London planetree,Lindenwood-Howard Beach
280486,3,Alive,Good,eastern redcedar,Great Kills
596406,16,Alive,Good,pin oak,Queens Village
421935,2,Alive,Fair,serviceberry,East New York
697094,22,Alive,Good,Norway maple,Murray Hill
303657,5,Alive,Good,silver linden,Bayside-Bayside Hills
663759,33,Alive,Good,silver maple,East Flushing
421361,4,Dead,,,Hunts Point
487353,16,Alive,Good,Norway maple,Flatbush
319028,6,Alive,Good,Douglas-fir,Rugby-Remsen Village
720577,12,Alive,Good,Japanese zelkova,Baisley Park
604646,4,Alive,Good,pin oak,St. Albans
22779,3,Alive,Good,ginkgo,Stapleton-Rosebank
460419,10,Alive,Good,Callery pear,New Dorp-Midland Beach
407381,9,Alive,Good,American elm,Upper East Side-Carnegie Hill
77124,5,Alive,Good,black oak,Stuyvesant Heights
281429,19,Alive,Good,Sophora,MN36
562056,12,Alive,Good,pin oak,Whitestone
194734,2,Alive,Good,crimson king maple,Great Kills
63740,14,Alive,Good,littleleaf linden,BK42
564255,12,Alive,Good,pin oak,St. Albans
604762,25,Alive,Good,Norway maple,QN08
474513,6,Alive,Good,Japanese zelkova,Mariner's Harbor-Arlington-Port Ivory-Graniteville
497412,4,Alive,Good,northern red oak,Soundview-Bruckner
437998,8,Alive,Good,trident maple,Old Town-Dongan Hills-South Beach
264082,10,Alive,Fair,littleleaf linden,West Village
192223,31,Alive,Good,London planetree,SI25
41596,37,Alive,Good,pin oak,Norwood
334273,11,Alive,Good,silver maple,Rossville-Woodrow
655221,4,Alive,Good,swamp white oak,Jamaica
4504,17,Alive,Good,English oak,Jackson Heights
238318,25,Alive,Good,London planetree,Fresh Meadows-Utopia
405650,18,Alive,Good,English oak,Arden Heights
139429,4,Alive,Good,pin oak,Upper West Side
336270,25,Alive,Good,London planetree,BK45
131259,37,Alive,Good,Schumard's oak,16
680838,20,Alive,Good,London planetree,Stuyvesant Heights
135899,5,Alive,Good,honeylocust,East Harlem North
275345,8,Alive,Good,pin oak,Hunters Point-Sunnyside-West Maspeth
485315,2,Alive,Good,willow oak,BK37
545289,2,Alive,Good,hawthorn,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan
575994,0,Stump,,,Springfield Gardens North
378330,6,Alive,Good,English oak,Grymes Hill-Clifton-Fox Hills
179860,18,Alive,Fair,honeylocust,Forest Hills
519435,11,Alive,Fair,London planetree,Co-op City
381122,5,Alive,Good,Japanese tree lilac,Cambria Heights
292704,10,Alive,Good,Callery pear,West Village
566258,17,Alive,Good,pin oak,Cambria Heights
69096,11,Alive,Good,honeylocust,Hamilton Heights
444698,11,Alive,Good,Japanese zelkova,Old Town-Dongan Hills-South Beach
27268,4,Alive,Fair,Japanese zelkova,66
165867,15,Alive,Good,London planetree,Crown Heights North
494603,16,Alive,Good,honeylocust,Van Cortlandt Village
263671,8,Alive,Good,honeylocust,Forest Hills
230502,12,Alive,Good,honeylocust,Clinton Hill
225140,23,Alive,Good,London planetree,Oakland Gardens
491933,34,Alive,Good,Norway maple,New Springville-Bloomfield-Travis
387508,26,Alive,Good,London planetree,Bensonhurst West
689711,3,Alive,Poor,littleleaf linden,Bayside-Bayside Hills
232920,2,Alive,Good,arborvitae,New Dorp-Midland Beach
226397,11,Alive,Good,Callery pear,Bellerose
204327,14,Alive,Good,sycamore maple,Oakwood-Oakwood Beach
59814,2,Alive,Fair,Sophora,Crown Heights North
114993,4,Alive,Fair,hawthorn,Bath Beach
96620,4,Alive,Good,Japanese zelkova,Queensbridge-Ravenswood-Long Island City
115796,19,Alive,Good,black locust,QN34
200591,25,Alive,Fair,Norway maple,Fresh Meadows-Utopia
700734,31,Alive,Good,London planetree,Homecrest
75614,3,Alive,Good,cherry,Bayside-Bayside Hills
321255,14,Alive,Fair,Amur maackia,Arden Heights
589725,9,Alive,Good,mulberry,Arden Heights
126019,15,Alive,Fair,pin oak,Fort Greene
505672,6,Alive,Fair,Norway maple,Annadale-Huguenot-Prince's Bay-Eltingville
675194,11,Alive,Poor,Norway maple,Oakland Gardens
212657,15,Alive,Good,pin oak,Hamilton Heights
585084,12,Alive,Good,American linden,Todt Hill-Emerson Hill-Heartland Village-Lighthous
597946,4,Alive,Fair,cherry,Queens Village
118826,26,Alive,Good,London planetree,Chinatown
541796,25,Alive,Good,littleleaf linden,Baisley Park
253588,19,Alive,Good,silver maple,Schuylerville-Throgs Neck-Edgewater Park
553990,5,Alive,Good,pin oak,Bensonhurst West
690375,9,Alive,Good,paper birch,Ft. Totten-Bay Terrace-Clearview
29896,8,Alive,Good,bald cypress,Great Kills
549710,10,Alive,Fair,Japanese zelkova,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
160298,4,Alive,Good,swamp white oak,Bushwick South
223318,58,Alive,Fair,northern red oak,Bellerose
721371,31,Alive,Good,London planetree,South Ozone Park
566,10,Dead,,,Elmhurst
506394,12,Alive,Good,honeylocust,Parkchester
312647,0,Stump,,,Glen Oaks-Floral Park-New Hyde Park
288799,2,Alive,Fair,eastern redbud,Queens Village
128042,16,Alive,Good,London planetree,Stuyvesant Heights
502587,11,Alive,Poor,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville
229046,11,Alive,Good,honeylocust,East Harlem South
477091,12,Alive,Good,red maple,New Springville-Bloomfield-Travis
592641,6,Alive,Good,cherry,Murray Hill
6837,4,Alive,Good,Chinese elm,Park Slope-Gowanus
183351,6,Alive,Good,Kentucky coffeetree,Crown Heights North
590630,42,Alive,Good,pin oak,QN34
61317,9,Alive,Poor,American linden,North Side-South Side
684669,3,Alive,Good,red maple,Oakland Gardens
443832,6,Alive,Good,white oak,Old Town-Dongan Hills-South Beach
257850,8,Alive,Fair,honeylocust,Melrose South-Mott Haven North
416782,16,Alive,Fair,honeylocust,QN45
646498,26,Alive,Good,London planetree,Woodhaven
54331,13,Alive,Good,honeylocust,QN17
675854,30,Alive,Good,London planetree,Homecrest
19811,3,Alive,Good,cherry,East Elmhurst
125968,17,Alive,Good,London planetree,East Williamsburg
344058,13,Alive,Good,honeylocust,Morningside Heights
690354,4,Alive,Good,Turkish hazelnut,Murray Hill
620867,4,Alive,Good,American hornbeam,Middle Village
449053,12,Alive,Good,honeylocust,MN50
614308,11,Alive,Good,ginkgo,Bay Ridge
231711,7,Alive,Good,red maple,SI32
294707,6,Alive,Fair,London planetree,Crown Heights North
473174,21,Alive,Good,London planetree,Mariner's Harbor-Arlington-Port Ivory-Graniteville
474934,5,Alive,Good,pin oak,Port Richmond
426557,5,Alive,Poor,Japanese zelkova,Stapleton-Rosebank
