tree_id,trunk_diam,status,health,spc_common,neighborhood
410115,29,Alive,Fair,London planetree,West New Brighton-New Brighton-St. George
337109,14,Alive,Good,London planetree,Pelham Bay-Country Club-City Island
661169,13,Alive,Good,maple,Bayside-Bayside Hills
266905,9,Alive,Good,Amur maple,Cambria Heights
437366,10,Alive,Good,sweetgum,New Brighton-Silver Lake
456937,21,Alive,Good,Norway maple,Flatbush
129502,5,Alive,Good,dawn redwood,Stuyvesant Heights
336364,3,Alive,Fair,American linden,Mount Hope
466229,4,Alive,Fair,American elm,Williamsbridge-Olinville
11609,22,Alive,Good,pin oak,Bedford
60659,18,Alive,Good,green ash,BK61
178677,27,Alive,Good,Callery pear,Woodhaven
611593,29,Alive,Good,London planetree,QN38
366966,11,Alive,Good,green ash,Rossville-Woodrow
289487,5,Alive,Good,purple-leaf plum,North Corona
648867,6,Alive,Good,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville
339329,5,Alive,Good,Sophora,Mott Haven-Port Morris
585917,5,Alive,Good,red maple,Rosedale
503598,7,Alive,Good,cherry,Annadale-Huguenot-Prince's Bay-Eltingville
625401,8,Dead,,,Canarsie
157298,45,Alive,Good,London planetree,New Dorp-Midland Beach
655432,6,Alive,Good,honeylocust,Forest Hills
431524,8,Alive,Good,northern red oak,East New York
448505,6,Alive,Good,American hornbeam,Bedford
278880,5,Dead,,,Erasmus
631536,5,Alive,Good,Japanese zelkova,North Corona
264545,6,Dead,,,Stapleton-Rosebank
409144,13,Alive,Good,silver maple,Annadale-Huguenot-Prince's Bay-Eltingville
274183,18,Alive,Fair,red maple,Charleston-Richmond Valley-Tottenville
72686,7,Alive,Good,green ash,Chinatown
51881,10,Alive,Fair,honeylocust,12
166509,18,Alive,Good,pin oak,Rego Park
192197,12,Alive,Good,littleleaf linden,Bay Ridge
216041,3,Alive,Good,bald cypress,Park Slope-Gowanus
208931,17,Alive,Fair,green ash,QN72
571248,5,Alive,Good,northern red oak,Astoria
64327,30,Alive,Good,pin oak,BK42
595522,23,Alive,Good,ash,Murray Hill
531194,12,Alive,Good,London planetree,Great Kills
418087,2,Alive,Fair,serviceberry,Hunts Point
523702,3,Alive,Good,purple-leaf plum,Maspeth
516066,25,Alive,Good,silver maple,Annadale-Huguenot-Prince's Bay-Eltingville
519418,0,Stump,,,Woodlawn-Wakefield
199590,4,Alive,Good,holly,Lincoln Square
684497,26,Alive,Good,London planetree,Canarsie
681136,4,Alive,Fair,willow oak,Park Slope-Gowanus
171771,4,Alive,Good,swamp white oak,Hammels-Arverne-Edgemere
329272,3,Alive,Good,red maple,Bedford
253643,3,Alive,Good,honeylocust,Carroll Gardens-Columbia Street-Red Hook
226945,14,Alive,Fair,Norway maple,Glen Oaks-Floral Park-New Hyde Park
434333,4,Alive,Good,ginkgo,East New York
612327,26,Alive,Good,London planetree,Borough Park
686753,15,Alive,Fair,Norway maple,East Flatbush-Farragut
587555,2,Alive,Good,serviceberry,Rosedale
179313,28,Alive,Fair,London planetree,Forest Hills
635625,9,Alive,Good,crab apple,Fresh Meadows-Utopia
51369,3,Alive,Fair,Japanese zelkova,East Harlem South
635398,17,Alive,Good,red maple,Fresh Meadows-Utopia
87779,2,Alive,Good,ginkgo,Jackson Heights
459185,24,Alive,Fair,London planetree,Far Rockaway-Bayswater
596334,4,Alive,Good,silver maple,Queens Village
378698,6,Alive,Good,green ash,Arden Heights
190692,5,Alive,Fair,cherry,Dyker Heights
704571,2,Alive,Good,Japanese tree lilac,Ozone Park
140750,23,Alive,Good,pin oak,Fort Greene
565128,5,Alive,Good,dawn redwood,St. Albans
336550,4,Alive,Good,cherry,Georgetown-Marine Park-Bergen Beach-Mill Basin
347118,4,Alive,Good,Sophora,Bensonhurst East
375623,3,Alive,Good,red maple,Springfield Gardens South-Brookville
80830,2,Alive,Good,ginkgo,Queensbridge-Ravenswood-Long Island City
70197,4,Alive,Good,Callery pear,Mount Hope
268686,12,Alive,Good,littleleaf linden,Bensonhurst West
506817,6,Alive,Good,Callery pear,Soundview-Bruckner
427580,6,Alive,Good,pignut hickory,Douglas Manor-Douglaston-Little Neck
359059,12,Alive,Good,pin oak,QN62
358579,2,Alive,Good,cherry,Port Richmond
346333,12,Alive,Good,Callery pear,Charleston-Richmond Valley-Tottenville
193476,8,Alive,Fair,Norway maple,Hunters Point-Sunnyside-West Maspeth
692120,15,Alive,Good,Norway maple,Kew Gardens Hills
90090,31,Alive,Good,London planetree,Oakland Gardens
270505,28,Alive,Good,London planetree,Queens Village
549248,23,Alive,Good,London planetree,Prospect Lefferts Gardens-Wingate
272442,32,Alive,Good,London planetree,Queens Village
134195,4,Alive,Fair,honeylocust,Murray Hill-Kips Bay
679813,26,Alive,Good,London planetree,Kew Gardens Hills
561397,7,Alive,Good,honeylocust,Hollis
65806,7,Alive,Fair,littleleaf linden,Ocean Parkway South
568552,7,Alive,Good,littleleaf linden,Ocean Hill
300103,14,Alive,Good,honeylocust,Forest Hills
78044,10,Alive,Good,honeylocust,Jackson Heights
232921,2,Alive,Good,arborvitae,New Dorp-Midland Beach
53616,15,Alive,Good,honeylocust,Manhattanville
369041,14,Alive,Good,red maple,New Brighton-Silver Lake
232198,2,Alive,Fair,littleleaf linden,East Village
33770,6,Alive,Good,Callery pear,West Village
250607,14,Alive,Good,pin oak,East New York
71782,1,Alive,Good,northern red oak,New Springville-Bloomfield-Travis
111398,4,Alive,Fair,Persian ironwood,Bayside-Bayside Hills
45797,7,Alive,Good,Norway maple,Brooklyn Heights-Cobble Hill
571849,4,Alive,Good,cherry,Rosedale
639692,17,Alive,Good,Callery pear,College Point
660836,5,Alive,Good,pin oak,Bushwick South
517374,11,Alive,Good,Callery pear,Charleston-Richmond Valley-Tottenville
288135,19,Alive,Poor,London planetree,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
595729,4,Alive,Fair,cherry,Bellerose
164720,4,Alive,Fair,Japanese zelkova,33
157781,7,Alive,Good,Japanese zelkova,Prospect Heights
8048,5,Alive,Good,Callery pear,Arden Heights
572523,2,Dead,,,Highbridge
397406,8,Alive,Good,Callery pear,Arden Heights
579330,29,Alive,Good,London planetree,Astoria
667716,17,Alive,Good,London planetree,BK35
157381,18,Alive,Good,pin oak,Pelham Parkway
406480,18,Alive,Good,crimson king maple,Glendale
204583,18,Alive,Good,silver maple,24
34064,8,Alive,Fair,pin oak,West Village
309310,1,Alive,Good,bald cypress,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
188750,2,Dead,,,Sunset Park East
102442,8,Alive,Fair,Callery pear,Greenpoint
195105,3,Alive,Good,Japanese zelkova,East Elmhurst
663245,8,Alive,Good,London planetree,Ft. Totten-Bay Terrace-Clearview
433375,21,Alive,Good,London planetree,East New York
435746,6,Alive,Fair,honeylocust,Douglas Manor-Douglaston-Little Neck
328990,12,Alive,Fair,Sophora,BK28
573883,2,Alive,Good,cherry,Bensonhurst West
409045,4,Alive,Good,purple-leaf plum,Woodside
97929,4,Alive,Good,honeylocust,Carroll Gardens-Columbia Street-Red Hook
457075,4,Alive,Fair,pin oak,New Dorp-Midland Beach
137104,5,Alive,Good,Callery pear,Bayside-Bayside Hills
579483,12,Alive,Good,silver linden,St. Albans
522622,9,Alive,Good,Schumard's oak,Elmhurst
343987,7,Alive,Good,green ash,North Riverdale-Fieldston-Riverdale
669672,13,Alive,Good,honeylocust,Glendale
97537,14,Alive,Good,littleleaf linden,Washington Heights North
358200,9,Alive,Good,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville
629235,5,Alive,Good,littleleaf linden,Murray Hill
437108,10,Alive,Good,honeylocust,East Tremont
202056,9,Alive,Fair,honeylocust,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan
254577,10,Alive,Good,green ash,Rossville-Woodrow
334450,27,Alive,Good,London planetree,Queensboro Hill
224909,38,Alive,Good,London planetree,Jackson Heights
587919,0,Stump,,,Rosedale
45537,7,Alive,Good,river birch,Great Kills
397255,5,Alive,Good,swamp white oak,Melrose South-Mott Haven North
610391,14,Alive,Good,red maple,Springfield Gardens North
100010,16,Alive,Fair,London planetree,Springfield Gardens North
323937,3,Alive,Good,sugar maple,Westerleigh
603153,12,Alive,Good,London planetree,Middle Village
359647,6,Alive,Good,Callery pear,Rossville-Woodrow
280319,13,Alive,Good,honeylocust,Flatbush
122569,7,Alive,Fair,ginkgo,Turtle Bay-East Midtown
680936,22,Alive,Good,London planetree,Flatlands
430749,4,Alive,Good,American linden,East New York
537391,16,Alive,Fair,silver maple,Todt Hill-Emerson Hill-Heartland Village-Lighthous
601405,4,Alive,Good,sycamore maple,Auburndale
5941,3,Alive,Fair,Japanese zelkova,Woodside
512648,3,Alive,Good,London planetree,Eastchester-Edenwald-Baychester
453848,5,Alive,Good,'Schubert' chokecherry,Melrose South-Mott Haven North
663226,25,Alive,Good,London planetree,Murray Hill
239394,6,Alive,Good,Cornelian cherry,Prospect Lefferts Gardens-Wingate
150692,8,Alive,Good,pin oak,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
291536,4,Alive,Good,Japanese zelkova,Washington Heights South
643805,19,Alive,Fair,London planetree,Richmond Hill
430864,23,Alive,Good,pin oak,Auburndale
373540,19,Alive,Good,Norway maple,Jackson Heights
115733,9,Alive,Fair,pin oak,St. Albans
356877,15,Alive,Good,honeylocust,BX07
358582,17,Alive,Good,sweetgum,Westerleigh
426086,4,Alive,Poor,honeylocust,East New York
434068,21,Alive,Good,London planetree,East New York
671177,29,Alive,Good,pin oak,Oakland Gardens
559646,11,Alive,Good,Kentucky coffeetree,Crown Heights South
646686,25,Alive,Good,pin oak,Woodhaven
310108,12,Alive,Good,Japanese zelkova,Flatbush
465036,4,Alive,Good,common hackberry,Bensonhurst East
200432,2,Alive,Good,American hophornbeam,Whitestone
231697,7,Alive,Good,honeylocust,East Williamsburg
179670,8,Alive,Good,honeylocust,Greenpoint
372797,4,Alive,Fair,pin oak,Clinton Hill
38294,14,Alive,Good,pin oak,Windsor Terrace
613369,10,Alive,Good,honeylocust,Crown Heights South
290766,14,Alive,Good,Sophora,Midwood
682014,7,Alive,Good,swamp white oak,Crown Heights North
90986,35,Alive,Good,London planetree,East Flushing
533228,5,Alive,Good,Callery pear,Elmhurst
571293,23,Alive,Good,silver maple,QN50
376122,4,Alive,Good,cherry,Glendale
566032,38,Alive,Good,silver maple,Hollis
444296,21,Alive,Good,London planetree,East New York
531987,4,Alive,Good,English oak,Hudson Yards-Chelsea-Flatiron-Union Square
392444,3,Alive,Poor,Amur maackia,Morrisania-Melrose
337078,12,Alive,Good,American linden,Lindenwood-Howard Beach
35979,31,Alive,Good,pin oak,Great Kills
203626,14,Alive,Good,Norway maple,Forest Hills
657404,3,Alive,Good,ginkgo,Whitestone
377658,6,Alive,Poor,Japanese hornbeam,Madison
416252,11,Alive,Good,honeylocust,Battery Park City-Lower Manhattan
23235,4,Alive,Good,false cypress,Stapleton-Rosebank
104397,21,Alive,Good,honeylocust,Bay Ridge
367647,1,Alive,Good,cherry,Allerton-Pelham Gardens
346321,3,Dead,,,Charleston-Richmond Valley-Tottenville
220635,12,Alive,Good,green ash,BK63
150700,13,Alive,Good,Sophora,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
544136,3,Alive,Fair,Japanese zelkova,East New York
250825,3,Alive,Good,flowering dogwood,East New York (Pennsylvania Ave)
385511,2,Alive,Good,London planetree,Van Nest-Morris Park-Westchester Square
331099,2,Alive,Fair,eastern redbud,BX31
1812,10,Alive,Good,red maple,Todt Hill-Emerson Hill-Heartland Village-Lighthous
489766,3,Alive,Good,maple,Oakwood-Oakwood Beach
461654,2,Alive,Poor,ginkgo,Belmont
719456,7,Alive,Good,honeylocust,QN01
382745,18,Alive,Good,London planetree,25
587234,16,Alive,Good,ginkgo,Rosedale
479597,4,Alive,Good,Japanese zelkova,Far Rockaway-Bayswater
661391,2,Alive,Good,serviceberry,Douglas Manor-Douglaston-Little Neck
632832,21,Alive,Good,green ash,QN19
428117,7,Alive,Good,honeylocust,Stapleton-Rosebank
516302,11,Alive,Good,London planetree,Co-op City
357021,8,Alive,Fair,littleleaf linden,Van Cortlandt Village
574925,15,Alive,Good,honeylocust,St. Albans
377617,4,Alive,Fair,horse chestnut,Van Cortlandt Village
515505,12,Alive,Good,London planetree,Van Cortlandt Village
205574,9,Alive,Good,London planetree,SI32
491524,2,Alive,Fair,cockspur hawthorn,New Springville-Bloomfield-Travis
5374,11,Alive,Good,Callery pear,BX26
43051,7,Alive,Good,honeylocust,Todt Hill-Emerson Hill-Heartland Village-Lighthous
323607,21,Alive,Good,Norway maple,Bellerose
432339,6,Alive,Good,white oak,North Corona
273984,3,Dead,,,Lindenwood-Howard Beach
532139,0,Stump,,,Rugby-Remsen Village
421329,23,Alive,Good,sweetgum,Port Richmond
148928,7,Alive,Good,Japanese zelkova,11
480052,6,Alive,Good,Callery pear,Highbridge
317750,5,Alive,Good,'Schubert' chokecherry,Allerton-Pelham Gardens
44860,14,Alive,Fair,pin oak,Fresh Meadows-Utopia
188512,9,Alive,Fair,green ash,Jackson Heights
108582,2,Alive,Fair,London planetree,Clinton Hill
421502,42,Alive,Good,London planetree,Midwood
145317,16,Alive,Fair,London planetree,Park Slope-Gowanus
477485,23,Alive,Poor,London planetree,Mariner's Harbor-Arlington-Port Ivory-Graniteville
421515,15,Alive,Good,littleleaf linden,Elmhurst-Maspeth
217847,16,Alive,Good,Callery pear,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan
25235,17,Alive,Fair,American elm,Crown Heights North
376094,12,Alive,Good,honeylocust,West Village
497019,19,Alive,Good,honeylocust,Soundview-Castle Hill-Clason Point-Harding Park
457845,9,Alive,Good,London planetree,Clinton Hill
457690,2,Alive,Good,red maple,Erasmus
692222,5,Alive,Good,Japanese zelkova,Briarwood-Jamaica Hills
693254,5,Alive,Good,swamp white oak,South Jamaica
539823,17,Alive,Good,London planetree,Baisley Park
59986,6,Alive,Good,honeylocust,Jackson Heights
94387,12,Alive,Good,black oak,Jackson Heights
412879,4,Alive,Good,silver linden,Hammels-Arverne-Edgemere
397249,9,Alive,Good,Callery pear,Arden Heights
86883,7,Alive,Good,honeylocust,East Village
677268,8,Alive,Good,Callery pear,Glendale
228668,19,Alive,Fair,green ash,Bellerose
209236,4,Alive,Good,Japanese zelkova,University Heights-Morris Heights
493908,8,Alive,Good,red maple,New Springville-Bloomfield-Travis
198937,15,Alive,Good,green ash,Bushwick North
223005,21,Alive,Good,London planetree,Flatbush
414598,9,Alive,Good,honeylocust,Canarsie
71705,3,Alive,Good,northern red oak,South Jamaica
261182,17,Alive,Fair,pin oak,Flushing
135350,4,Alive,Good,American elm,Morningside Heights
500722,3,Alive,Fair,littleleaf linden,Westchester-Unionport
541711,37,Alive,Good,pin oak,Baisley Park
379582,2,Alive,Good,honeylocust,Richmond Hill
680367,3,Alive,Good,serviceberry,Kew Gardens Hills
544812,11,Alive,Good,Callery pear,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan
542114,7,Alive,Good,flowering dogwood,East Elmhurst
440354,36,Alive,Good,London planetree,Kew Gardens Hills
120308,5,Alive,Good,littleleaf linden,West New Brighton-New Brighton-St. George
390735,3,Alive,Good,Japanese tree lilac,Bayside-Bayside Hills
355552,14,Alive,Good,green ash,South Ozone Park
540780,11,Alive,Good,Callery pear,Todt Hill-Emerson Hill-Heartland Village-Lighthous
447108,3,Alive,Fair,cherry,East New York
23966,11,Alive,Good,ginkgo,Lenox Hill-Roosevelt Island
286803,2,Alive,Good,cherry,Allerton-Pelham Gardens
443396,9,Alive,Good,American linden,Mott Haven-Port Morris
334953,11,Alive,Fair,sycamore maple,Hollis
217865,4,Alive,Good,littleleaf linden,Gravesend
332684,29,Alive,Good,London planetree,Queens Village
196500,32,Alive,Good,scarlet oak,Madison
449707,14,Alive,Fair,northern red oak,Morrisania-Melrose
148853,23,Alive,Good,honeylocust,Park Slope-Gowanus
627867,16,Alive,Good,green ash,South Ozone Park
443102,2,Alive,Good,sweetgum,East New York
721999,5,Alive,Good,Callery pear,Jamaica
39075,20,Alive,Good,northern red oak,Spuyten Duyvil-Kingsbridge
675172,20,Alive,Good,London planetree,Stuyvesant Heights
234312,19,Alive,Good,Callery pear,Elmhurst-Maspeth
108926,14,Alive,Good,Japanese zelkova,Stuyvesant Heights
297733,31,Alive,Good,London planetree,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
144214,11,Alive,Fair,ginkgo,Forest Hills
32889,8,Alive,Good,honeylocust,Greenpoint
660181,19,Alive,Good,green ash,Bayside-Bayside Hills
717298,10,Alive,Good,Callery pear,Jamaica
177164,9,Alive,Fair,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville
609415,3,Alive,Good,Sophora,Pomonok-Flushing Heights-Hillcrest
197101,4,Alive,Good,ginkgo,Morrisania-Melrose
594740,3,Alive,Good,Callery pear,Sunset Park West
432427,8,Alive,Good,littleleaf linden,East New York
319788,31,Alive,Good,London planetree,Georgetown-Marine Park-Bergen Beach-Mill Basin
124947,12,Alive,Fair,red maple,Great Kills
461486,22,Alive,Good,London planetree,East New York (Pennsylvania Ave)
585897,13,Alive,Good,littleleaf linden,St. Albans
647757,2,Alive,Good,honeylocust,Douglas Manor-Douglaston-Little Neck
593821,4,Alive,Good,ginkgo,Bedford
70362,11,Alive,Good,sycamore maple,Richmond Hill
47901,11,Alive,Fair,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville
283115,5,Alive,Good,honeylocust,Seagate-Coney Island
670974,8,Alive,Fair,honeylocust,Bushwick South
72334,4,Alive,Good,Japanese zelkova,Central Harlem North-Polo Grounds
140822,15,Alive,Good,London planetree,Fort Greene
625510,3,Alive,Fair,cherry,Prospect Lefferts Gardens-Wingate
346351,0,Stump,,,Great Kills
43611,18,Alive,Good,honeylocust,MN34
52686,5,Alive,Good,Callery pear,Hamilton Heights
32411,14,Alive,Good,English oak,Old Town-Dongan Hills-South Beach
293726,4,Alive,Good,hedge maple,Schuylerville-Throgs Neck-Edgewater Park
395434,10,Alive,Good,ash,Melrose South-Mott Haven North
326647,19,Alive,Good,Japanese zelkova,Westerleigh
306229,4,Alive,Good,cherry,Crown Heights North
84012,11,Alive,Fair,Norway maple,Park Slope-Gowanus
484583,11,Alive,Good,honeylocust,Flatlands
77014,3,Alive,Fair,tulip-poplar,BK77
84868,24,Alive,Good,pin oak,Douglas Manor-Douglaston-Little Neck
412326,7,Alive,Good,golden raintree,Rosedale
519510,13,Alive,Good,magnolia,Woodlawn-Wakefield
145644,14,Alive,Fair,flowering dogwood,20
505935,24,Alive,Good,silver maple,Annadale-Huguenot-Prince's Bay-Eltingville
357110,6,Alive,Good,Chinese chestnut,Rossville-Woodrow
250840,3,Alive,Good,'Schubert' chokecherry,East New York
593043,25,Alive,Good,London planetree,21
532823,13,Alive,Good,sweetgum,Great Kills
464717,10,Alive,Good,white oak,Queensboro Hill
636940,10,Alive,Good,ginkgo,South Ozone Park
329305,19,Alive,Good,London planetree,Sunset Park East
688750,9,Alive,Good,Sophora,BK96
376958,3,Alive,Good,golden raintree,Grymes Hill-Clifton-Fox Hills
75357,0,Stump,,,Rosedale
99605,6,Alive,Fair,honeylocust,East New York
176321,19,Alive,Good,London planetree,Carroll Gardens-Columbia Street-Red Hook
97818,12,Alive,Good,littleleaf linden,Park Slope-Gowanus
626324,22,Alive,Good,London planetree,Borough Park
102033,17,Alive,Fair,American linden,Bedford Park-Fordham North
51123,25,Alive,Poor,sweetgum,Mariner's Harbor-Arlington-Port Ivory-Graniteville
245189,9,Alive,Good,Japanese zelkova,Rossville-Woodrow
656588,11,Alive,Good,Norway maple,Murray Hill
217715,19,Alive,Good,pin oak,Greenpoint
11754,25,Alive,Good,London planetree,Pomonok-Flushing Heights-Hillcrest
148523,4,Alive,Fair,ginkgo,Central Harlem South
191543,0,Stump,,,Upper West Side
567757,9,Alive,Good,Callery pear,Laurelton
193995,6,Alive,Fair,London planetree,Arden Heights
496097,6,Alive,Good,pin oak,Soundview-Bruckner
104649,7,Alive,Good,honeylocust,Greenpoint
230052,9,Alive,Good,ginkgo,Clinton Hill
178105,22,Alive,Good,London planetree,Cypress Hills-City Line
556305,12,Alive,Good,honeylocust,Belmont
639076,5,Alive,Good,Japanese zelkova,Williamsburg
669918,9,Alive,Good,Callery pear,Charleston-Richmond Valley-Tottenville
606121,8,Alive,Good,Sophora,Pomonok-Flushing Heights-Hillcrest
296038,16,Alive,Good,London planetree,East Flushing
392039,7,Alive,Fair,London planetree,BX14
363091,11,Alive,Good,common hackberry,Allerton-Pelham Gardens
252871,14,Alive,Good,honeylocust,Queens Village
660330,5,Alive,Good,American linden,Auburndale
354100,10,Alive,Good,Callery pear,Corona
238905,6,Alive,Fair,ginkgo,MN03
181041,3,Alive,Good,red maple,Steinway
271940,7,Alive,Good,Callery pear,SoHo-TriBeCa-Civic Center-Little Italy
614472,2,Alive,Good,Japanese snowbell,St. Albans
705900,27,Alive,Good,London planetree,Brownsville
471116,17,Alive,Good,honeylocust,BX35
119074,4,Alive,Fair,London planetree,Central Harlem South
354934,4,Dead,,,Park Slope-Gowanus
503806,1,Dead,,,Annadale-Huguenot-Prince's Bay-Eltingville
307650,4,Alive,Good,Callery pear,Norwood
190289,28,Alive,Good,pin oak,Annadale-Huguenot-Prince's Bay-Eltingville
370809,0,Stump,,,Allerton-Pelham Gardens
371583,5,Alive,Good,cherry,West New Brighton-New Brighton-St. George
493056,6,Alive,Good,purple-leaf plum,New Springville-Bloomfield-Travis
410600,20,Alive,Fair,London planetree,Canarsie
30385,20,Alive,Good,pin oak,South Jamaica
139942,3,Alive,Good,honeylocust,North Side-South Side
338515,14,Alive,Poor,red maple,Queensboro Hill
707017,6,Alive,Good,Japanese zelkova,Ocean Hill
455596,3,Alive,Good,cockspur hawthorn,Carroll Gardens-Columbia Street-Red Hook
335285,6,Alive,Poor,silver linden,Bushwick North
214851,11,Alive,Good,honeylocust,Woodlawn-Wakefield
55588,3,Alive,Good,northern red oak,Ocean Parkway South
314263,24,Alive,Good,London planetree,Bronxdale
371669,11,Alive,Good,red maple,East Elmhurst
127600,3,Alive,Fair,swamp white oak,Stuyvesant Heights
264566,36,Alive,Poor,northern red oak,BX31
298422,11,Alive,Good,honeylocust,Upper East Side-Carnegie Hill
719687,15,Alive,Good,honeylocust,South Jamaica
290720,9,Alive,Good,Callery pear,Queens Village
589042,12,Alive,Good,Norway maple,Rosedale
222983,16,Alive,Good,red maple,New Dorp-Midland Beach
80155,5,Alive,Fair,Callery pear,Seagate-Coney Island
86955,7,Alive,Fair,'Schubert' chokecherry,Great Kills
634275,9,Alive,Good,Callery pear,QN19
596347,18,Alive,Good,littleleaf linden,Queens Village
108280,4,Alive,Fair,'Schubert' chokecherry,Clinton Hill
527788,12,Alive,Good,silver maple,Annadale-Huguenot-Prince's Bay-Eltingville
186808,8,Alive,Good,American linden,Crown Heights North
536488,5,Dead,,,Great Kills
93946,10,Alive,Poor,Norway maple,Jackson Heights
106586,5,Alive,Fair,black locust,Hamilton Heights
621781,6,Alive,Good,American hophornbeam,Dyker Heights
233763,3,Alive,Poor,littleleaf linden,Soundview-Bruckner
213670,22,Alive,Good,London planetree,BX62
613906,19,Alive,Good,honeylocust,St. Albans
715676,11,Alive,Good,green ash,Jamaica
497692,3,Alive,Good,Chinese elm,BK78
277810,5,Alive,Good,ginkgo,Battery Park City-Lower Manhattan
241902,18,Alive,Good,pin oak,Crown Heights North
394324,17,Alive,Good,honeylocust,QN47
280365,12,Alive,Good,honeylocust,Washington Heights South
413990,20,Alive,Good,Norway maple,Midwood
255528,6,Alive,Good,sawtooth oak,East Harlem North
106125,11,Alive,Good,green ash,13
264701,7,Alive,Good,Callery pear,Upper East Side-Carnegie Hill
176546,10,Alive,Good,honeylocust,Carroll Gardens-Columbia Street-Red Hook
436773,4,Alive,Good,Callery pear,East New York
275244,2,Alive,Good,swamp white oak,Battery Park City-Lower Manhattan
257076,13,Alive,Good,Callery pear,Lindenwood-Howard Beach
150201,3,Alive,Fair,purple-leaf plum,Greenpoint
663042,4,Alive,Good,pin oak,Ft. Totten-Bay Terrace-Clearview
602420,14,Alive,Good,green ash,Whitestone
350659,4,Alive,Good,Japanese tree lilac,Mariner's Harbor-Arlington-Port Ivory-Graniteville
526080,3,Alive,Fair,cherry,Annadale-Huguenot-Prince's Bay-Eltingville
541018,22,Alive,Good,Callery pear,Upper West Side
292428,4,Dead,,,West Village
701422,5,Alive,Good,cherry,Old Town-Dongan Hills-South Beach
40811,14,Alive,Good,Sophora,Upper East Side-Carnegie Hill
254697,10,Alive,Good,ginkgo,Schuylerville-Throgs Neck-Edgewater Park
274974,6,Alive,Good,Japanese zelkova,Glen Oaks-Floral Park-New Hyde Park
519842,6,Alive,Good,honeylocust,Woodlawn-Wakefield
559429,2,Alive,Good,honeylocust,Crown Heights North
617135,0,Stump,,,Bay Ridge
308428,13,Alive,Good,Sophora,Kensington-Ocean Parkway
595521,26,Alive,Fair,Norway maple,Murray Hill
81922,22,Dead,,,Hunts Point
430324,3,Alive,Good,Japanese zelkova,Mount Hope
137052,4,Alive,Good,Sophora,Steinway
230938,5,Alive,Good,English oak,Todt Hill-Emerson Hill-Heartland Village-Lighthous
538189,20,Alive,Good,sweetgum,Todt Hill-Emerson Hill-Heartland Village-Lighthous
603004,15,Alive,Good,honeylocust,East Williamsburg
35501,1,Alive,Good,Callery pear,Charleston-Richmond Valley-Tottenville
602352,3,Alive,Good,serviceberry,Middle Village
148833,7,Alive,Good,littleleaf linden,Ridgewood
707213,29,Alive,Good,London planetree,Bensonhurst West
126556,24,Alive,Good,pin oak,Crown Heights North
595045,13,Alive,Good,red maple,Bellerose
459708,3,Alive,Good,Japanese tree lilac,East New York (Pennsylvania Ave)
618951,3,Alive,Good,Chinese elm,Bay Ridge
171774,17,Alive,Good,London planetree,Hammels-Arverne-Edgemere
69275,9,Alive,Good,flowering dogwood,East Village
77056,1,Alive,Good,Scots pine,Bushwick North
531948,9,Alive,Good,littleleaf linden,Elmhurst
363437,7,Alive,Good,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville
10620,3,Alive,Good,Sophora,Fort Greene
422030,24,Alive,Good,London planetree,East New York
686527,14,Alive,Good,silver linden,Rugby-Remsen Village
307920,34,Alive,Good,London planetree,Kensington-Ocean Parkway
297455,20,Alive,Good,London planetree,Flatlands
562891,32,Alive,Good,London planetree,St. Albans
44493,7,Alive,Good,Amur maackia,Van Cortlandt Village
506256,3,Alive,Fair,hawthorn,Annadale-Huguenot-Prince's Bay-Eltingville
250548,7,Alive,Good,Sophora,East New York (Pennsylvania Ave)
459458,11,Alive,Good,honeylocust,BK90
660113,15,Alive,Good,pin oak,Bayside-Bayside Hills
335953,5,Alive,Good,Schumard's oak,Eastchester-Edenwald-Baychester
336518,4,Alive,Good,red maple,East Concourse-Concourse Village
420092,11,Alive,Good,green ash,Midwood
18335,2,Alive,Good,Japanese tree lilac,Hammels-Arverne-Edgemere
63742,12,Alive,Good,littleleaf linden,Flatbush
179390,5,Alive,Poor,Callery pear,QN06
253068,12,Alive,Good,crepe myrtle,Bellerose
510869,23,Alive,Good,honeylocust,Williamsbridge-Olinville
123918,4,Alive,Good,tartar maple,Stapleton-Rosebank
253092,15,Dead,,,Queens Village
320413,25,Alive,Good,London planetree,Glen Oaks-Floral Park-New Hyde Park
563167,5,Alive,Good,sweetgum,Queens Village
97410,5,Alive,Good,pin oak,Carroll Gardens-Columbia Street-Red Hook
325868,14,Alive,Good,Callery pear,Westerleigh
296088,12,Alive,Good,honeylocust,Astoria
612415,5,Alive,Fair,American hornbeam,South Ozone Park
3877,6,Alive,Fair,Callery pear,Jackson Heights
